t, c	M(t), рад	E(t), рад	Theta(t), рад	
34375	4.99964	4.37902	3.76834
34376	4.99979	4.37913	3.76841
34377	4.99993	4.37925	3.76848
34378	5.00008	4.37938	3.76856
34379	5.00022	4.3795	3.76864
34380	5.00037	4.37962	3.76871
34381	5.00051	4.37974	3.76879
34382	5.00066	4.37985	3.76885
34383	5.0008	4.37997	3.76893
34384	5.00095	4.3801	3.76901
34385	5.0011	4.38022	3.76908
34386	5.00124	4.38034	3.76916
34387	5.00139	4.38046	3.76923
34388	5.00153	4.38057	3.7693
34389	5.00168	4.38068	3.76937
34390	5.00182	4.38082	3.76946
34391	5.00197	4.38094	3.76953
34392	5.00211	4.38105	3.7696
34393	5.00226	4.38117	3.76967
34394	5.0024	4.3813	3.76976
34395	5.00255	4.3814	3.76982
34396	5.0027	4.38154	3.7699
34397	5.00284	4.38166	3.76998
34398	5.00299	4.38177	3.77005
34399	5.00313	4.38189	3.77012
34400	5.00328	4.38202	3.7702
34401	5.00342	4.38214	3.77028
34402	5.00357	4.38225	3.77035
34403	5.00371	4.38237	3.77042
34404	5.00386	4.38249	3.77049
34405	5.004	4.3826	3.77056
34406	5.00415	4.38274	3.77065
34407	5.0043	4.38286	3.77072
34408	5.00444	4.38297	3.77079
34409	5.00459	4.38309	3.77087
34410	5.00473	4.38322	3.77095
34411	5.00488	4.38332	3.77101
34412	5.00502	4.38346	3.7711
34413	5.00517	4.38358	3.77117
34414	5.00531	4.38369	3.77124
34415	5.00546	4.3838	3.77131
34416	5.0056	4.38394	3.77139
34417	5.00575	4.38406	3.77147
34418	5.0059	4.38417	3.77154
34419	5.00604	4.38429	3.77161
34420	5.00619	4.38442	3.77169
34421	5.00633	4.38452	3.77176
34422	5.00648	4.38466	3.77184
34423	5.00662	4.38478	3.77192
34424	5.00677	4.38489	3.77199
34425	5.00691	4.38501	3.77206
34426	5.00706	4.38514	3.77214
34427	5.0072	4.38526	3.77222
34428	5.00735	4.38537	3.77229
34429	5.0075	4.3855	3.77237
34430	5.00764	4.38561	3.77243
34431	5.00779	4.38572	3.77251
34432	5.00793	4.38586	3.77259
34433	5.00808	4.38598	3.77266
34434	5.00822	4.38609	3.77274
34435	5.00837	4.38621	3.77281
34436	5.00851	4.38634	3.77289
34437	5.00866	4.38646	3.77297
34438	5.0088	4.38658	3.77304
34439	5.00895	4.3867	3.77311
34440	5.00909	4.38681	3.77318
34441	5.00924	4.38692	3.77326
34442	5.00939	4.38706	3.77334
34443	5.00953	4.38718	3.77341
34444	5.00968	4.38729	3.77348
34445	5.00982	4.38741	3.77356
34446	5.00997	4.38754	3.77364
34447	5.01011	4.38766	3.77372
34448	5.01026	4.38778	3.77379
34449	5.0104	4.3879	3.77386
34450	5.01055	4.38801	3.77393
34451	5.01069	4.38813	3.774
34452	5.01084	4.38826	3.77409
34453	5.01099	4.38839	3.77417
34454	5.01113	4.38849	3.77423
34455	5.01128	4.38862	3.77431
34456	5.01142	4.38873	3.77438
34457	5.01157	4.38887	3.77447
34458	5.01171	4.38898	3.77454
34459	5.01186	4.3891	3.77461
34460	5.012	4.38922	3.77469
34461	5.01215	4.38933	3.77475
34462	5.01229	4.38947	3.77484
34463	5.01244	4.38959	3.77492
34464	5.01259	4.3897	3.77498
34465	5.01273	4.38982	3.77506
34466	5.01288	4.38994	3.77513
34467	5.01302	4.39007	3.77522
34468	5.01317	4.39018	3.77529
34469	5.01331	4.3903	3.77536
34470	5.01346	4.39042	3.77544
34471	5.0136	4.39053	3.7755
34472	5.01375	4.39067	3.77559
34473	5.01389	4.39079	3.77567
34474	5.01404	4.3909	3.77573
34475	5.01419	4.39102	3.77581
34476	5.01433	4.39114	3.77588
34477	5.01448	4.39128	3.77597
34478	5.01462	4.39138	3.77604
34479	5.01477	4.39151	3.77611
34480	5.01491	4.39162	3.77619
34481	5.01506	4.39176	3.77627
34482	5.0152	4.39188	3.77635
34483	5.01535	4.39199	3.77642
34484	5.01549	4.39211	3.77649
34485	5.01564	4.39222	3.77656
34486	5.01579	4.39234	3.77664
34487	5.01593	4.39248	3.77672
34488	5.01608	4.39259	3.77679
34489	5.01622	4.39271	3.77687
34490	5.01637	4.39283	3.77694
34491	5.01651	4.39296	3.77702
34492	5.01666	4.39308	3.7771
34493	5.0168	4.39319	3.77717
34494	5.01695	4.39331	3.77724
34495	5.01709	4.39344	3.77732
34496	5.01724	4.39357	3.7774
34497	5.01739	4.39368	3.77747
34498	5.01753	4.3938	3.77755
34499	5.01768	4.39392	3.77762
34500	5.01782	4.39403	3.77769
34501	5.01797	4.39416	3.77778
34502	5.01811	4.39429	3.77785
34503	5.01826	4.3944	3.77792
34504	5.0184	4.39451	3.77799
34505	5.01855	4.39465	3.77808
34506	5.01869	4.39477	3.77815
34507	5.01884	4.39488	3.77822
34508	5.01899	4.395	3.7783
34509	5.01913	4.39512	3.77837
34510	5.01928	4.39525	3.77846
34511	5.01942	4.39537	3.77853
34512	5.01957	4.39549	3.7786
34513	5.01971	4.39561	3.77868
34514	5.01986	4.39574	3.77876
34515	5.02	4.39585	3.77883
34516	5.02015	4.39597	3.77891
34517	5.02029	4.39609	3.77898
34518	5.02044	4.39621	3.77905
34519	5.02059	4.39632	3.77913
34520	5.02073	4.39646	3.77921
34521	5.02088	4.39657	3.77928
34522	5.02102	4.39669	3.77936
34523	5.02117	4.39681	3.77943
34524	5.02131	4.39695	3.77952
34525	5.02146	4.39706	3.77959
34526	5.0216	4.39718	3.77966
34527	5.02175	4.39729	3.77973
34528	5.02189	4.39743	3.77982
34529	5.02204	4.39755	3.77989
34530	5.02218	4.39766	3.77997
34531	5.02233	4.39778	3.78004
34532	5.02248	4.39791	3.78012
34533	5.02262	4.39803	3.7802
34534	5.02277	4.39815	3.78027
34535	5.02291	4.39827	3.78035
34536	5.02306	4.39839	3.78042
34537	5.0232	4.3985	3.78049
34538	5.02335	4.39863	3.78057
34539	5.02349	4.39876	3.78065
34540	5.02364	4.39886	3.78072
34541	5.02378	4.39899	3.7808
34542	5.02393	4.3991	3.78087
34543	5.02408	4.39924	3.78095
34544	5.02422	4.39935	3.78102
34545	5.02437	4.39947	3.7811
34546	5.02451	4.39959	3.78117
34547	5.02466	4.39973	3.78126
34548	5.0248	4.39983	3.78133
34549	5.02495	4.39996	3.7814
34550	5.02509	4.40007	3.78148
34551	5.02524	4.40021	3.78156
34552	5.02538	4.40033	3.78164
34553	5.02553	4.40044	3.78171
34554	5.02568	4.40056	3.78178
34555	5.02582	4.40069	3.78186
34556	5.02597	4.40081	3.78194
34557	5.02611	4.40093	3.78201
34558	5.02626	4.40105	3.78209
34559	5.0264	4.40118	3.78217
34560	5.02655	4.4013	3.78225
34561	5.02669	4.40141	3.78232
34562	5.02684	4.40154	3.7824
34563	5.02698	4.40165	3.78247
34564	5.02713	4.40178	3.78255
34565	5.02728	4.4019	3.78262
34566	5.02742	4.40202	3.7827
34567	5.02757	4.40214	3.78277
34568	5.02771	4.40227	3.78286
34569	5.02786	4.40237	3.78292
34570	5.028	4.40251	3.783
34571	5.02815	4.40262	3.78308
34572	5.02829	4.40274	3.78315
34573	5.02844	4.40285	3.78322
34574	5.02858	4.40299	3.78331
34575	5.02873	4.40311	3.78338
34576	5.02888	4.40322	3.78346
34577	5.02902	4.40334	3.78353
34578	5.02917	4.40348	3.78361
34579	5.02931	4.4036	3.78369
34580	5.02946	4.40371	3.78376
34581	5.0296	4.40383	3.78383
34582	5.02975	4.40396	3.78392
34583	5.02989	4.40409	3.784
34584	5.03004	4.40419	3.78407
34585	5.03018	4.40431	3.78414
34586	5.03033	4.40445	3.78423
34587	5.03048	4.40457	3.7843
34588	5.03062	4.40468	3.78437
34589	5.03077	4.4048	3.78445
34590	5.03091	4.40492	3.78452
34591	5.03106	4.40506	3.78461
34592	5.0312	4.40516	3.78468
34593	5.03135	4.40529	3.78475
34594	5.03149	4.4054	3.78483
34595	5.03164	4.40554	3.78491
34596	5.03178	4.40566	3.78499
34597	5.03193	4.40577	3.78506
34598	5.03208	4.40589	3.78513
34599	5.03222	4.40603	3.78522
34600	5.03237	4.40615	3.7853
34601	5.03251	4.40626	3.78536
34602	5.03266	4.40637	3.78544
34603	5.0328	4.40651	3.78552
34604	5.03295	4.40663	3.7856
34605	5.03309	4.40674	3.78567
34606	5.03324	4.40687	3.78575
34607	5.03338	4.40698	3.78582
34608	5.03353	4.40712	3.78591
34609	5.03368	4.40723	3.78598
34610	5.03382	4.40735	3.78605
34611	5.03397	4.40747	3.78613
34612	5.03411	4.40761	3.78621
34613	5.03426	4.40773	3.78629
34614	5.0344	4.40784	3.78636
34615	5.03455	4.40795	3.78643
34616	5.03469	4.40809	3.78652
34617	5.03484	4.40821	3.7866
34618	5.03498	4.40832	3.78666
34619	5.03513	4.40844	3.78674
34620	5.03527	4.40858	3.78682
34621	5.03542	4.4087	3.7869
34622	5.03557	4.40881	3.78697
34623	5.03571	4.40893	3.78705
34624	5.03586	4.40905	3.78712
34625	5.036	4.40918	3.78721
34626	5.03615	4.4093	3.78728
34627	5.03629	4.40941	3.78735
34628	5.03644	4.40953	3.78743
34629	5.03658	4.40967	3.78751
34630	5.03673	4.40979	3.78759
34631	5.03687	4.40992	3.78767
34632	5.03702	4.41002	3.78773
34633	5.03717	4.41015	3.78782
34634	5.03731	4.41028	3.7879
34635	5.03746	4.41039	3.78797
34636	5.0376	4.41053	3.78805
34637	5.03775	4.41064	3.78813
34638	5.03789	4.41076	3.7882
34639	5.03804	4.41088	3.78828
34640	5.03818	4.41101	3.78836
34641	5.03833	4.41113	3.78844
34642	5.03847	4.41125	3.78851
34643	5.03862	4.41136	3.78858
34644	5.03877	4.4115	3.78867
34645	5.03891	4.41162	3.78874
34646	5.03906	4.41173	3.78882
34647	5.0392	4.41185	3.78889
34648	5.03935	4.41199	3.78898
34649	5.03949	4.4121	3.78905
34650	5.03964	4.41222	3.78912
34651	5.03978	4.41234	3.7892
34652	5.03993	4.41246	3.78927
34653	5.04007	4.4126	3.78936
34654	5.04022	4.4127	3.78943
34655	5.04037	4.41283	3.78951
34656	5.04051	4.41294	3.78958
34657	5.04066	4.41308	3.78967
34658	5.0408	4.4132	3.78974
34659	5.04095	4.41331	3.78981
34660	5.04109	4.41343	3.78989
34661	5.04124	4.41357	3.78997
34662	5.04138	4.41369	3.79005
34663	5.04153	4.41381	3.79012
34664	5.04167	4.41391	3.79019
34665	5.04182	4.41405	3.79028
34666	5.04197	4.41417	3.79036
34667	5.04211	4.41429	3.79043
34668	5.04226	4.41442	3.79051
34669	5.0424	4.41455	3.79059
34670	5.04255	4.41466	3.79066
34671	5.04269	4.41478	3.79074
34672	5.04284	4.41491	3.79082
34673	5.04298	4.41503	3.7909
34674	5.04313	4.41514	3.79097
34675	5.04327	4.41526	3.79105
34676	5.04342	4.4154	3.79113
34677	5.04357	4.41552	3.79121
34678	5.04371	4.41563	3.79128
34679	5.04386	4.41575	3.79136
34680	5.044	4.41587	3.79143
34681	5.04415	4.41601	3.79152
34682	5.04429	4.41612	3.79159
34683	5.04444	4.41624	3.79166
34684	5.04458	4.41635	3.79174
34685	5.04473	4.41649	3.79182
34686	5.04487	4.41661	3.7919
34687	5.04502	4.41673	3.79198
34688	5.04517	4.41686	3.79206
34689	5.04531	4.41698	3.79213
34690	5.04546	4.4171	3.79221
34691	5.0456	4.41722	3.79228
34692	5.04575	4.41735	3.79237
34693	5.04589	4.41746	3.79244
34694	5.04604	4.41759	3.79252
34695	5.04618	4.4177	3.79259
34696	5.04633	4.41784	3.79268
34697	5.04647	4.41796	3.79275
34698	5.04662	4.41807	3.79282
34699	5.04676	4.41819	3.7929
34700	5.04691	4.41832	3.79298
34701	5.04706	4.41845	3.79306
34702	5.0472	4.41856	3.79314
34703	5.04735	4.4187	3.79322
34704	5.04749	4.41881	3.79329
34705	5.04764	4.41893	3.79337
34706	5.04778	4.41905	3.79344
34707	5.04793	4.41918	3.79353
34708	5.04807	4.4193	3.7936
34709	5.04822	4.41942	3.79368
34710	5.04836	4.41954	3.79375
34711	5.04851	4.41967	3.79384
34712	5.04866	4.41979	3.79392
34713	5.0488	4.4199	3.79398
34714	5.04895	4.42003	3.79406
34715	5.04909	4.42014	3.79414
34716	5.04924	4.42028	3.79422
34717	5.04938	4.4204	3.7943
34718	5.04953	4.42053	3.79438
34719	5.04967	4.42065	3.79446
34720	5.04982	4.42077	3.79453
34721	5.04996	4.42088	3.79461
34722	5.05011	4.42102	3.79469
34723	5.05026	4.42114	3.79477
34724	5.0504	4.42125	3.79484
34725	5.05055	4.42137	3.79492
34726	5.05069	4.42149	3.79499
34727	5.05084	4.42163	3.79508
34728	5.05098	4.42174	3.79515
34729	5.05113	4.42188	3.79524
34730	5.05127	4.422	3.79531
34731	5.05142	4.42211	3.79539
34732	5.05156	4.42224	3.79546
34733	5.05171	4.42235	3.79554
34734	5.05186	4.42248	3.79562
34735	5.052	4.4226	3.79569
34736	5.05215	4.42272	3.79577
34737	5.05229	4.42284	3.79585
34738	5.05244	4.42297	3.79593
34739	5.05258	4.42309	3.79601
34740	5.05273	4.42322	3.79609
34741	5.05287	4.42335	3.79617
34742	5.05302	4.42346	3.79624
34743	5.05316	4.42358	3.79632
34744	5.05331	4.4237	3.79639
34745	5.05346	4.42383	3.79648
34746	5.0536	4.42395	3.79655
34747	5.05375	4.42407	3.79663
34748	5.05389	4.42419	3.7967
34749	5.05404	4.42432	3.79679
34750	5.05418	4.42444	3.79686
34751	5.05433	4.42457	3.79695
34752	5.05447	4.42469	3.79703
34753	5.05462	4.42481	3.7971
34754	5.05476	4.42493	3.79718
34755	5.05491	4.42505	3.79725
34756	5.05506	4.42518	3.79734
34757	5.0552	4.42529	3.79741
34758	5.05535	4.42542	3.79748
34759	5.05549	4.42553	3.79756
34760	5.05564	4.42567	3.79765
34761	5.05578	4.42579	3.79772
34762	5.05593	4.42591	3.7978
34763	5.05607	4.42604	3.79788
34764	5.05622	4.42615	3.79795
34765	5.05636	4.42628	3.79803
34766	5.05651	4.42639	3.79811
34767	5.05666	4.42653	3.79819
34768	5.0568	4.42664	3.79826
34769	5.05695	4.42676	3.79834
34770	5.05709	4.4269	3.79843
34771	5.05724	4.42702	3.7985
34772	5.05738	4.42714	3.79858
34773	5.05753	4.42726	3.79866
34774	5.05767	4.42739	3.79874
34775	5.05782	4.4275	3.79881
34776	5.05796	4.42762	3.79889
34777	5.05811	4.42774	3.79896
34778	5.05826	4.42788	3.79905
34779	5.0584	4.428	3.79913
34780	5.05855	4.42813	3.79921
34781	5.05869	4.42825	3.79929
34782	5.05884	4.42836	3.79936
34783	5.05898	4.42849	3.79944
34784	5.05913	4.4286	3.79951
34785	5.05927	4.42874	3.7996
34786	5.05942	4.42886	3.79968
34787	5.05956	4.42899	3.79976
34788	5.05971	4.42911	3.79984
34789	5.05985	4.42923	3.79991
34790	5.06	4.42935	3.79999
34791	5.06015	4.42947	3.80006
34792	5.06029	4.4296	3.80015
34793	5.06044	4.42971	3.80022
34794	5.06058	4.42983	3.8003
34795	5.06073	4.42995	3.80037
34796	5.06087	4.43009	3.80046
34797	5.06102	4.43021	3.80053
34798	5.06116	4.43034	3.80062
34799	5.06131	4.43046	3.8007
34800	5.06145	4.43057	3.80077
34801	5.0616	4.4307	3.80085
34802	5.06175	4.43081	3.80092
34803	5.06189	4.43095	3.80101
34804	5.06204	4.43107	3.80108
34805	5.06218	4.4312	3.80117
34806	5.06233	4.43132	3.80125
34807	5.06247	4.43144	3.80132
34808	5.06262	4.43156	3.8014
34809	5.06276	4.43168	3.80147
34810	5.06291	4.43181	3.80156
34811	5.06305	4.43193	3.80163
34812	5.0632	4.43206	3.80172
34813	5.06335	4.43218	3.8018
34814	5.06349	4.4323	3.80187
34815	5.06364	4.43241	3.80194
34816	5.06378	4.43255	3.80203
34817	5.06393	4.43267	3.80211
34818	5.06407	4.43279	3.80218
34819	5.06422	4.43292	3.80227
34820	5.06436	4.43305	3.80235
34821	5.06451	4.43316	3.80242
34822	5.06465	4.43328	3.80249
34823	5.0648	4.43341	3.80258
34824	5.06495	4.43354	3.80266
34825	5.06509	4.43365	3.80273
34826	5.06524	4.43379	3.80282
34827	5.06538	4.4339	3.80289
34828	5.06553	4.43402	3.80297
34829	5.06567	4.43414	3.80304
34830	5.06582	4.43428	3.80313
34831	5.06596	4.4344	3.80321
34832	5.06611	4.43452	3.80328
34833	5.06625	4.43465	3.80337
34834	5.0664	4.43476	3.80344
34835	5.06655	4.43488	3.80352
34836	5.06669	4.435	3.8036
34837	5.06684	4.43514	3.80368
34838	5.06698	4.43526	3.80376
34839	5.06713	4.43538	3.80384
34840	5.06727	4.43551	3.80392
34841	5.06742	4.43562	3.80399
34842	5.06756	4.43575	3.80407
34843	5.06771	4.43586	3.80415
34844	5.06785	4.436	3.80423
34845	5.068	4.43612	3.80431
34846	5.06815	4.43625	3.8044
34847	5.06829	4.43638	3.80447
34848	5.06844	4.43649	3.80454
34849	5.06858	4.43661	3.80462
34850	5.06873	4.43673	3.8047
34851	5.06887	4.43686	3.80479
34852	5.06902	4.43698	3.80486
34853	5.06916	4.43712	3.80495
34854	5.06931	4.43724	3.80503
34855	5.06945	4.43736	3.8051
34856	5.0696	4.43749	3.80519
34857	5.06975	4.43761	3.80526
34858	5.06989	4.43772	3.80534
34859	5.07004	4.43784	3.80541
34860	5.07018	4.43798	3.8055
34861	5.07033	4.4381	3.80558
34862	5.07047	4.43822	3.80565
34863	5.07062	4.43835	3.80574
34864	5.07076	4.43846	3.80581
34865	5.07091	4.43859	3.80589
34866	5.07105	4.4387	3.80596
34867	5.0712	4.43884	3.80605
34868	5.07135	4.43896	3.80613
34869	5.07149	4.43908	3.8062
34870	5.07164	4.43922	3.80629
34871	5.07178	4.43933	3.80636
34872	5.07193	4.43945	3.80644
34873	5.07207	4.43957	3.80652
34874	5.07222	4.4397	3.8066
34875	5.07236	4.43982	3.80668
34876	5.07251	4.43996	3.80677
34877	5.07265	4.44008	3.80684
34878	5.0728	4.4402	3.80692
34879	5.07294	4.44033	3.807
34880	5.07309	4.44045	3.80708
34881	5.07324	4.44056	3.80716
34882	5.07338	4.44068	3.80723
34883	5.07353	4.44082	3.80732
34884	5.07367	4.44094	3.8074
34885	5.07382	4.44106	3.80747
34886	5.07396	4.44119	3.80756
34887	5.07411	4.44132	3.80764
34888	5.07425	4.44143	3.80771
34889	5.0744	4.44154	3.80778
34890	5.07454	4.44168	3.80787
34891	5.07469	4.4418	3.80795
34892	5.07484	4.44192	3.80803
34893	5.07498	4.44206	3.80811
34894	5.07513	4.44217	3.80819
34895	5.07527	4.44231	3.80827
34896	5.07542	4.44243	3.80835
34897	5.07556	4.44254	3.80842
34898	5.07571	4.44267	3.8085
34899	5.07585	4.44278	3.80858
34900	5.076	4.44292	3.80867
34901	5.07614	4.44304	3.80874
34902	5.07629	4.44317	3.80883
34903	5.07644	4.4433	3.80891
34904	5.07658	4.44341	3.80898
34905	5.07673	4.44354	3.80907
34906	5.07687	4.44366	3.80914
34907	5.07702	4.44378	3.80922
34908	5.07716	4.4439	3.8093
34909	5.07731	4.44404	3.80938
34910	5.07745	4.44416	3.80946
34911	5.0776	4.44428	3.80954
34912	5.07774	4.44441	3.80963
34913	5.07789	4.44452	3.80969
34914	5.07804	4.44466	3.80978
34915	5.07818	4.44478	3.80986
34916	5.07833	4.4449	3.80994
34917	5.07847	4.44502	3.81002
34918	5.07862	4.44514	3.81009
34919	5.07876	4.44527	3.81018
34920	5.07891	4.44539	3.81025
34921	5.07905	4.44553	3.81034
34922	5.0792	4.44565	3.81042
34923	5.07934	4.44577	3.8105
34924	5.07949	4.4459	3.81058
34925	5.07964	4.44601	3.81065
34926	5.07978	4.44614	3.81073
34927	5.07993	4.44625	3.81081
34928	5.08007	4.44639	3.8109
34929	5.08022	4.44651	3.81098
34930	5.08036	4.44663	3.81105
34931	5.08051	4.44677	3.81114
34932	5.08065	4.44688	3.81121
34933	5.0808	4.44702	3.8113
34934	5.08094	4.44714	3.81138
34935	5.08109	4.44725	3.81145
34936	5.08124	4.44737	3.81153
34937	5.08138	4.44749	3.81161
34938	5.08153	4.44763	3.81169
34939	5.08167	4.44775	3.81177
34940	5.08182	4.44788	3.81186
34941	5.08196	4.44801	3.81194
34942	5.08211	4.44812	3.81201
34943	5.08225	4.44825	3.8121
34944	5.0824	4.44837	3.81217
34945	5.08254	4.44849	3.81225
34946	5.08269	4.44861	3.81232
34947	5.08284	4.44874	3.81241
34948	5.08298	4.44887	3.81249
34949	5.08313	4.44898	3.81257
34950	5.08327	4.44912	3.81265
34951	5.08342	4.44924	3.81273
34952	5.08356	4.44938	3.81282
34953	5.08371	4.4495	3.8129
34954	5.08385	4.44962	3.81297
34955	5.084	4.44975	3.81306
34956	5.08414	4.44986	3.81313
34957	5.08429	4.44998	3.81321
34958	5.08443	4.4501	3.81329
34959	5.08458	4.45024	3.81337
34960	5.08473	4.45036	3.81345
34961	5.08487	4.45048	3.81353
34962	5.08502	4.45061	3.81362
34963	5.08516	4.45073	3.81369
34964	5.08531	4.45086	3.81378
34965	5.08545	4.45099	3.81386
34966	5.0856	4.4511	3.81393
34967	5.08574	4.45124	3.81402
34968	5.08589	4.45136	3.8141
34969	5.08603	4.45148	3.81417
34970	5.08618	4.45159	3.81425
34971	5.08633	4.45173	3.81434
34972	5.08647	4.45185	3.81441
34973	5.08662	4.45197	3.81449
34974	5.08676	4.45211	3.81458
34975	5.08691	4.45222	3.81465
34976	5.08705	4.45236	3.81474
34977	5.0872	4.45248	3.81482
34978	5.08734	4.45259	3.81489
34979	5.08749	4.45273	3.81498
34980	5.08763	4.45286	3.81506
34981	5.08778	4.45297	3.81513
34982	5.08793	4.45309	3.81521
34983	5.08807	4.45322	3.8153
34984	5.08822	4.45335	3.81538
34985	5.08836	4.45346	3.81545
34986	5.08851	4.4536	3.81554
34987	5.08865	4.45372	3.81562
34988	5.0888	4.45384	3.8157
34989	5.08894	4.45398	3.81579
34990	5.08909	4.45409	3.81586
34991	5.08923	4.45423	3.81595
34992	5.08938	4.45435	3.81603
34993	5.08953	4.45446	3.8161
34994	5.08967	4.45458	3.81617
34995	5.08982	4.45472	3.81626
34996	5.08996	4.45484	3.81634
34997	5.09011	4.45496	3.81642
34998	5.09025	4.45509	3.81651
34999	5.0904	4.45522	3.81659
35000	5.09054	4.45533	3.81666
35001	5.09069	4.45547	3.81675
35002	5.09083	4.45559	3.81683
35003	5.09098	4.45572	3.81691
35004	5.09113	4.45585	3.81699
35005	5.09127	4.45595	3.81706
35006	5.09142	4.4561	3.81715
35007	5.09156	4.45621	3.81723
35008	5.09171	4.45633	3.81731
35009	5.09185	4.45645	3.81738
35010	5.092	4.45659	3.81747
35011	5.09214	4.45671	3.81755
35012	5.09229	4.45683	3.81763
35013	5.09243	4.45696	3.81771
35014	5.09258	4.45708	3.81779
35015	5.09273	4.45722	3.81788
35016	5.09287	4.45734	3.81796
35017	5.09302	4.45746	3.81803
35018	5.09316	4.45759	3.81812
35019	5.09331	4.45772	3.8182
35020	5.09345	4.45783	3.81828
35021	5.0936	4.45796	3.81836
35022	5.09374	4.45808	3.81844
35023	5.09389	4.4582	3.81852
35024	5.09403	4.45834	3.81861
35025	5.09418	4.45846	3.81868
35026	5.09433	4.45857	3.81876
35027	5.09447	4.45871	3.81884
35028	5.09462	4.45883	3.81892
35029	5.09476	4.45895	3.819
35030	5.09491	4.45909	3.81909
35031	5.09505	4.45921	3.81917
35032	5.0952	4.45933	3.81924
35033	5.09534	4.45946	3.81933
35034	5.09549	4.45958	3.81941
35035	5.09563	4.45971	3.81949
35036	5.09578	4.45984	3.81958
35037	5.09593	4.45996	3.81965
35038	5.09607	4.46009	3.81974
35039	5.09622	4.4602	3.81981
35040	5.09636	4.46032	3.81989
35041	5.09651	4.46046	3.81998
35042	5.09665	4.46058	3.82006
35043	5.0968	4.4607	3.82014
35044	5.09694	4.46082	3.82021
35045	5.09709	4.46096	3.8203
35046	5.09723	4.46107	3.82038
35047	5.09738	4.46121	3.82046
35048	5.09752	4.46133	3.82054
35049	5.09767	4.46145	3.82062
35050	5.09782	4.46159	3.82071
35051	5.09796	4.46171	3.82079
35052	5.09811	4.46183	3.82086
35053	5.09825	4.46196	3.82095
35054	5.0984	4.46208	3.82103
35055	5.09854	4.46221	3.82111
35056	5.09869	4.46234	3.8212
35057	5.09883	4.46246	3.82127
35058	5.09898	4.46259	3.82136
35059	5.09912	4.4627	3.82143
35060	5.09927	4.46283	3.82151
35061	5.09942	4.46297	3.8216
35062	5.09956	4.46308	3.82168
35063	5.09971	4.4632	3.82176
35064	5.09985	4.46334	3.82185
35065	5.1	4.46346	3.82192
35066	5.10014	4.46357	3.822
35067	5.10029	4.46371	3.82209
35068	5.10043	4.46383	3.82217
35069	5.10058	4.46395	3.82224
35070	5.10072	4.46409	3.82233
35071	5.10087	4.46421	3.82241
35072	5.10102	4.46433	3.82249
35073	5.10116	4.46446	3.82258
35074	5.10131	4.46458	3.82265
35075	5.10145	4.46472	3.82274
35076	5.1016	4.46484	3.82282
35077	5.10174	4.46496	3.8229
35078	5.10189	4.46509	3.82299
35079	5.10203	4.46521	3.82306
35080	5.10218	4.46534	3.82315
35081	5.10232	4.46547	3.82323
35082	5.10247	4.46559	3.82331
35083	5.10262	4.46572	3.82339
35084	5.10276	4.46585	3.82348
35085	5.10291	4.46596	3.82355
35086	5.10305	4.4661	3.82364
35087	5.1032	4.46621	3.82371
35088	5.10334	4.46633	3.82379
35089	5.10349	4.46647	3.82388
35090	5.10363	4.46659	3.82396
35091	5.10378	4.4667	3.82403
35092	5.10392	4.46684	3.82412
35093	5.10407	4.46696	3.8242
35094	5.10422	4.46708	3.82428
35095	5.10436	4.46722	3.82437
35096	5.10451	4.46734	3.82445
35097	5.10465	4.46746	3.82452
35098	5.1048	4.46759	3.82461
35099	5.10494	4.46771	3.82469
35100	5.10509	4.46785	3.82478
35101	5.10523	4.46797	3.82486
35102	5.10538	4.46809	3.82493
35103	5.10552	4.46823	3.82502
35104	5.10567	4.46835	3.8251
35105	5.10582	4.46847	3.82518
35106	5.10596	4.4686	3.82527
35107	5.10611	4.46872	3.82534
35108	5.10625	4.46886	3.82543
35109	5.1064	4.46898	3.82551
35110	5.10654	4.4691	3.82559
35111	5.10669	4.46923	3.82568
35112	5.10683	4.46935	3.82575
35113	5.10698	4.46949	3.82584
35114	5.10712	4.46961	3.82592
35115	5.10727	4.46973	3.826
35116	5.10742	4.46986	3.82609
35117	5.10756	4.46999	3.82617
35118	5.10771	4.4701	3.82624
35119	5.10785	4.47024	3.82633
35120	5.108	4.47036	3.82641
35121	5.10814	4.47049	3.8265
35122	5.10829	4.47062	3.82658
35123	5.10843	4.47073	3.82666
35124	5.10858	4.47087	3.82674
35125	5.10872	4.47098	3.82682
35126	5.10887	4.47112	3.82691
35127	5.10902	4.47124	3.82699
35128	5.10916	4.47136	3.82706
35129	5.10931	4.4715	3.82715
35130	5.10945	4.47162	3.82723
35131	5.1096	4.47173	3.82731
35132	5.10974	4.47187	3.8274
35133	5.10989	4.47199	3.82747
35134	5.11003	4.47211	3.82755
35135	5.11018	4.47225	3.82764
35136	5.11032	4.47236	3.82772
35137	5.11047	4.47249	3.8278
35138	5.11061	4.47263	3.82789
35139	5.11076	4.47274	3.82796
35140	5.11091	4.47288	3.82805
35141	5.11105	4.47299	3.82813
35142	5.1112	4.47312	3.82821
35143	5.11134	4.47326	3.8283
35144	5.11149	4.47337	3.82838
35145	5.11163	4.47349	3.82845
35146	5.11178	4.47363	3.82854
35147	5.11192	4.47375	3.82862
35148	5.11207	4.47389	3.82871
35149	5.11221	4.474	3.82879
35150	5.11236	4.47412	3.82887
35151	5.11251	4.47426	3.82896
