t, c	M(t), рад	E(t), рад	Theta(t), рад	
25588	3.72162	3.49458	3.30359
25589	3.72177	3.49467	3.30363
25590	3.72191	3.49476	3.30367
25591	3.72206	3.49485	3.30371
25592	3.72221	3.49494	3.30375
25593	3.72235	3.49503	3.3038
25594	3.7225	3.49512	3.30384
25595	3.72264	3.49521	3.30388
25596	3.72279	3.4953	3.30392
25597	3.72293	3.49539	3.30396
25598	3.72308	3.49548	3.30401
25599	3.72322	3.49557	3.30405
25600	3.72337	3.49566	3.30409
25601	3.72351	3.49575	3.30413
25602	3.72366	3.49584	3.30417
25603	3.72381	3.49593	3.30422
25604	3.72395	3.49602	3.30426
25605	3.7241	3.49611	3.3043
25606	3.72424	3.4962	3.30434
25607	3.72439	3.49629	3.30438
25608	3.72453	3.49638	3.30443
25609	3.72468	3.49647	3.30447
25610	3.72482	3.49656	3.30451
25611	3.72497	3.49665	3.30455
25612	3.72511	3.49674	3.30459
25613	3.72526	3.49683	3.30464
25614	3.72541	3.49692	3.30468
25615	3.72555	3.49701	3.30472
25616	3.7257	3.4971	3.30476
25617	3.72584	3.49719	3.3048
25618	3.72599	3.49728	3.30485
25619	3.72613	3.49737	3.30489
25620	3.72628	3.49746	3.30493
25621	3.72642	3.49755	3.30497
25622	3.72657	3.49764	3.30501
25623	3.72671	3.49773	3.30506
25624	3.72686	3.49782	3.3051
25625	3.72701	3.49791	3.30514
25626	3.72715	3.498	3.30518
25627	3.7273	3.49809	3.30522
25628	3.72744	3.49818	3.30527
25629	3.72759	3.49827	3.30531
25630	3.72773	3.49836	3.30535
25631	3.72788	3.49845	3.30539
25632	3.72802	3.49854	3.30543
25633	3.72817	3.49863	3.30548
25634	3.72831	3.49872	3.30552
25635	3.72846	3.49881	3.30556
25636	3.72861	3.4989	3.3056
25637	3.72875	3.49899	3.30564
25638	3.7289	3.49908	3.30569
25639	3.72904	3.49917	3.30573
25640	3.72919	3.49926	3.30577
25641	3.72933	3.49935	3.30581
25642	3.72948	3.49944	3.30585
25643	3.72962	3.49953	3.3059
25644	3.72977	3.49962	3.30594
25645	3.72991	3.49971	3.30598
25646	3.73006	3.4998	3.30602
25647	3.7302	3.49989	3.30606
25648	3.73035	3.49998	3.30611
25649	3.7305	3.50007	3.30615
25650	3.73064	3.50016	3.30619
25651	3.73079	3.50025	3.30623
25652	3.73093	3.50034	3.30627
25653	3.73108	3.50043	3.30632
25654	3.73122	3.50052	3.30636
25655	3.73137	3.50061	3.3064
25656	3.73151	3.5007	3.30644
25657	3.73166	3.50079	3.30649
25658	3.7318	3.50088	3.30653
25659	3.73195	3.50097	3.30657
25660	3.7321	3.50106	3.30661
25661	3.73224	3.50115	3.30665
25662	3.73239	3.50124	3.3067
25663	3.73253	3.50133	3.30674
25664	3.73268	3.50142	3.30678
25665	3.73282	3.50151	3.30682
25666	3.73297	3.5016	3.30686
25667	3.73311	3.50169	3.30691
25668	3.73326	3.50178	3.30695
25669	3.7334	3.50187	3.30699
25670	3.73355	3.50196	3.30703
25671	3.7337	3.50205	3.30707
25672	3.73384	3.50214	3.30712
25673	3.73399	3.50223	3.30716
25674	3.73413	3.50232	3.3072
25675	3.73428	3.50241	3.30724
25676	3.73442	3.5025	3.30728
25677	3.73457	3.50259	3.30733
25678	3.73471	3.50268	3.30737
25679	3.73486	3.50277	3.30741
25680	3.735	3.50286	3.30745
25681	3.73515	3.50295	3.30749
25682	3.7353	3.50304	3.30754
25683	3.73544	3.50313	3.30758
25684	3.73559	3.50322	3.30762
25685	3.73573	3.50331	3.30766
25686	3.73588	3.5034	3.30771
25687	3.73602	3.50349	3.30775
25688	3.73617	3.50358	3.30779
25689	3.73631	3.50367	3.30783
25690	3.73646	3.50376	3.30787
25691	3.7366	3.50385	3.30792
25692	3.73675	3.50394	3.30796
25693	3.7369	3.50403	3.308
25694	3.73704	3.50412	3.30804
25695	3.73719	3.50421	3.30808
25696	3.73733	3.5043	3.30813
25697	3.73748	3.50439	3.30817
25698	3.73762	3.50448	3.30821
25699	3.73777	3.50457	3.30825
25700	3.73791	3.50466	3.30829
25701	3.73806	3.50475	3.30834
25702	3.7382	3.50484	3.30838
25703	3.73835	3.50493	3.30842
25704	3.7385	3.50502	3.30846
25705	3.73864	3.50511	3.30851
25706	3.73879	3.5052	3.30855
25707	3.73893	3.50529	3.30859
25708	3.73908	3.50538	3.30863
25709	3.73922	3.50547	3.30867
25710	3.73937	3.50556	3.30872
25711	3.73951	3.50565	3.30876
25712	3.73966	3.50574	3.3088
25713	3.7398	3.50583	3.30884
25714	3.73995	3.50592	3.30888
25715	3.7401	3.50601	3.30893
25716	3.74024	3.5061	3.30897
25717	3.74039	3.50619	3.30901
25718	3.74053	3.50628	3.30905
25719	3.74068	3.50637	3.30909
25720	3.74082	3.50646	3.30914
25721	3.74097	3.50655	3.30918
25722	3.74111	3.50664	3.30922
25723	3.74126	3.50673	3.30926
25724	3.7414	3.50682	3.30931
25725	3.74155	3.50691	3.30935
25726	3.7417	3.507	3.30939
25727	3.74184	3.50709	3.30943
25728	3.74199	3.50718	3.30947
25729	3.74213	3.50727	3.30952
25730	3.74228	3.50737	3.30956
25731	3.74242	3.50746	3.3096
25732	3.74257	3.50755	3.30964
25733	3.74271	3.50764	3.30968
25734	3.74286	3.50773	3.30973
25735	3.743	3.50782	3.30977
25736	3.74315	3.50791	3.30981
25737	3.74329	3.508	3.30985
25738	3.74344	3.50809	3.3099
25739	3.74359	3.50818	3.30994
25740	3.74373	3.50827	3.30998
25741	3.74388	3.50836	3.31002
25742	3.74402	3.50845	3.31006
25743	3.74417	3.50854	3.31011
25744	3.74431	3.50863	3.31015
25745	3.74446	3.50872	3.31019
25746	3.7446	3.50881	3.31023
25747	3.74475	3.5089	3.31027
25748	3.74489	3.50899	3.31032
25749	3.74504	3.50908	3.31036
25750	3.74519	3.50917	3.3104
25751	3.74533	3.50926	3.31044
25752	3.74548	3.50935	3.31049
25753	3.74562	3.50944	3.31053
25754	3.74577	3.50953	3.31057
25755	3.74591	3.50962	3.31061
25756	3.74606	3.50971	3.31065
25757	3.7462	3.5098	3.3107
25758	3.74635	3.50989	3.31074
25759	3.74649	3.50998	3.31078
25760	3.74664	3.51007	3.31082
25761	3.74679	3.51016	3.31087
25762	3.74693	3.51025	3.31091
25763	3.74708	3.51034	3.31095
25764	3.74722	3.51043	3.31099
25765	3.74737	3.51052	3.31103
25766	3.74751	3.51061	3.31108
25767	3.74766	3.5107	3.31112
25768	3.7478	3.51079	3.31116
25769	3.74795	3.51088	3.3112
25770	3.74809	3.51097	3.31124
25771	3.74824	3.51106	3.31129
25772	3.74839	3.51115	3.31133
25773	3.74853	3.51124	3.31137
25774	3.74868	3.51133	3.31141
25775	3.74882	3.51142	3.31146
25776	3.74897	3.51151	3.3115
25777	3.74911	3.5116	3.31154
25778	3.74926	3.51169	3.31158
25779	3.7494	3.51178	3.31162
25780	3.74955	3.51187	3.31167
25781	3.74969	3.51196	3.31171
25782	3.74984	3.51205	3.31175
25783	3.74999	3.51214	3.31179
25784	3.75013	3.51223	3.31184
25785	3.75028	3.51233	3.31188
25786	3.75042	3.51242	3.31192
25787	3.75057	3.51251	3.31196
25788	3.75071	3.5126	3.312
25789	3.75086	3.51269	3.31205
25790	3.751	3.51278	3.31209
25791	3.75115	3.51287	3.31213
25792	3.75129	3.51296	3.31217
25793	3.75144	3.51305	3.31222
25794	3.75159	3.51314	3.31226
25795	3.75173	3.51323	3.3123
25796	3.75188	3.51332	3.31234
25797	3.75202	3.51341	3.31238
25798	3.75217	3.5135	3.31243
25799	3.75231	3.51359	3.31247
25800	3.75246	3.51368	3.31251
25801	3.7526	3.51377	3.31255
25802	3.75275	3.51386	3.3126
25803	3.75289	3.51395	3.31264
25804	3.75304	3.51404	3.31268
25805	3.75319	3.51413	3.31272
25806	3.75333	3.51422	3.31276
25807	3.75348	3.51431	3.31281
25808	3.75362	3.5144	3.31285
25809	3.75377	3.51449	3.31289
25810	3.75391	3.51458	3.31293
25811	3.75406	3.51467	3.31298
25812	3.7542	3.51476	3.31302
25813	3.75435	3.51485	3.31306
25814	3.75449	3.51494	3.3131
25815	3.75464	3.51503	3.31314
25816	3.75478	3.51512	3.31319
25817	3.75493	3.51521	3.31323
25818	3.75508	3.5153	3.31327
25819	3.75522	3.51539	3.31331
25820	3.75537	3.51548	3.31336
25821	3.75551	3.51557	3.3134
25822	3.75566	3.51566	3.31344
25823	3.7558	3.51575	3.31348
25824	3.75595	3.51584	3.31352
25825	3.75609	3.51593	3.31357
25826	3.75624	3.51603	3.31361
25827	3.75638	3.51612	3.31365
25828	3.75653	3.51621	3.31369
25829	3.75668	3.5163	3.31374
25830	3.75682	3.51639	3.31378
25831	3.75697	3.51648	3.31382
25832	3.75711	3.51657	3.31386
25833	3.75726	3.51666	3.3139
25834	3.7574	3.51675	3.31395
25835	3.75755	3.51684	3.31399
25836	3.75769	3.51693	3.31403
25837	3.75784	3.51702	3.31407
25838	3.75798	3.51711	3.31412
25839	3.75813	3.5172	3.31416
25840	3.75828	3.51729	3.3142
25841	3.75842	3.51738	3.31424
25842	3.75857	3.51747	3.31428
25843	3.75871	3.51756	3.31433
25844	3.75886	3.51765	3.31437
25845	3.759	3.51774	3.31441
25846	3.75915	3.51783	3.31445
25847	3.75929	3.51792	3.3145
25848	3.75944	3.51801	3.31454
25849	3.75958	3.5181	3.31458
25850	3.75973	3.51819	3.31462
25851	3.75988	3.51828	3.31467
25852	3.76002	3.51837	3.31471
25853	3.76017	3.51846	3.31475
25854	3.76031	3.51855	3.31479
25855	3.76046	3.51864	3.31483
25856	3.7606	3.51873	3.31488
25857	3.76075	3.51882	3.31492
25858	3.76089	3.51891	3.31496
25859	3.76104	3.519	3.315
25860	3.76118	3.51909	3.31505
25861	3.76133	3.51919	3.31509
25862	3.76148	3.51928	3.31513
25863	3.76162	3.51937	3.31517
25864	3.76177	3.51946	3.31521
25865	3.76191	3.51955	3.31526
25866	3.76206	3.51964	3.3153
25867	3.7622	3.51973	3.31534
25868	3.76235	3.51982	3.31538
25869	3.76249	3.51991	3.31543
25870	3.76264	3.52	3.31547
25871	3.76278	3.52009	3.31551
25872	3.76293	3.52018	3.31555
25873	3.76308	3.52027	3.3156
25874	3.76322	3.52036	3.31564
25875	3.76337	3.52045	3.31568
25876	3.76351	3.52054	3.31572
25877	3.76366	3.52063	3.31576
25878	3.7638	3.52072	3.31581
25879	3.76395	3.52081	3.31585
25880	3.76409	3.5209	3.31589
25881	3.76424	3.52099	3.31593
25882	3.76438	3.52108	3.31598
25883	3.76453	3.52117	3.31602
25884	3.76468	3.52126	3.31606
25885	3.76482	3.52135	3.3161
25886	3.76497	3.52144	3.31615
25887	3.76511	3.52153	3.31619
25888	3.76526	3.52162	3.31623
25889	3.7654	3.52171	3.31627
25890	3.76555	3.5218	3.31631
25891	3.76569	3.52189	3.31636
25892	3.76584	3.52199	3.3164
25893	3.76598	3.52208	3.31644
25894	3.76613	3.52217	3.31648
25895	3.76628	3.52226	3.31653
25896	3.76642	3.52235	3.31657
25897	3.76657	3.52244	3.31661
25898	3.76671	3.52253	3.31665
25899	3.76686	3.52262	3.3167
25900	3.767	3.52271	3.31674
25901	3.76715	3.5228	3.31678
25902	3.76729	3.52289	3.31682
25903	3.76744	3.52298	3.31686
25904	3.76758	3.52307	3.31691
25905	3.76773	3.52316	3.31695
25906	3.76787	3.52325	3.31699
25907	3.76802	3.52334	3.31703
25908	3.76817	3.52343	3.31708
25909	3.76831	3.52352	3.31712
25910	3.76846	3.52361	3.31716
25911	3.7686	3.5237	3.3172
25912	3.76875	3.52379	3.31725
25913	3.76889	3.52388	3.31729
25914	3.76904	3.52397	3.31733
25915	3.76918	3.52406	3.31737
25916	3.76933	3.52415	3.31742
25917	3.76947	3.52424	3.31746
25918	3.76962	3.52433	3.3175
25919	3.76977	3.52443	3.31754
25920	3.76991	3.52452	3.31758
25921	3.77006	3.52461	3.31763
25922	3.7702	3.5247	3.31767
25923	3.77035	3.52479	3.31771
25924	3.77049	3.52488	3.31775
25925	3.77064	3.52497	3.3178
25926	3.77078	3.52506	3.31784
25927	3.77093	3.52515	3.31788
25928	3.77107	3.52524	3.31792
25929	3.77122	3.52533	3.31797
25930	3.77137	3.52542	3.31801
25931	3.77151	3.52551	3.31805
25932	3.77166	3.5256	3.31809
25933	3.7718	3.52569	3.31814
25934	3.77195	3.52578	3.31818
25935	3.77209	3.52587	3.31822
25936	3.77224	3.52596	3.31826
25937	3.77238	3.52605	3.3183
25938	3.77253	3.52614	3.31835
25939	3.77267	3.52623	3.31839
25940	3.77282	3.52632	3.31843
25941	3.77297	3.52641	3.31847
25942	3.77311	3.5265	3.31852
25943	3.77326	3.52659	3.31856
25944	3.7734	3.52668	3.3186
25945	3.77355	3.52678	3.31864
25946	3.77369	3.52687	3.31869
25947	3.77384	3.52696	3.31873
25948	3.77398	3.52705	3.31877
25949	3.77413	3.52714	3.31881
25950	3.77427	3.52723	3.31886
25951	3.77442	3.52732	3.3189
25952	3.77457	3.52741	3.31894
25953	3.77471	3.5275	3.31898
25954	3.77486	3.52759	3.31903
25955	3.775	3.52768	3.31907
25956	3.77515	3.52777	3.31911
25957	3.77529	3.52786	3.31915
25958	3.77544	3.52795	3.31919
25959	3.77558	3.52804	3.31924
25960	3.77573	3.52813	3.31928
25961	3.77587	3.52822	3.31932
25962	3.77602	3.52831	3.31936
25963	3.77617	3.5284	3.31941
25964	3.77631	3.52849	3.31945
25965	3.77646	3.52858	3.31949
25966	3.7766	3.52867	3.31953
25967	3.77675	3.52876	3.31958
25968	3.77689	3.52886	3.31962
25969	3.77704	3.52895	3.31966
25970	3.77718	3.52904	3.3197
25971	3.77733	3.52913	3.31975
25972	3.77747	3.52922	3.31979
25973	3.77762	3.52931	3.31983
25974	3.77777	3.5294	3.31987
25975	3.77791	3.52949	3.31992
25976	3.77806	3.52958	3.31996
25977	3.7782	3.52967	3.32
25978	3.77835	3.52976	3.32004
25979	3.77849	3.52985	3.32009
25980	3.77864	3.52994	3.32013
25981	3.77878	3.53003	3.32017
25982	3.77893	3.53012	3.32021
25983	3.77907	3.53021	3.32026
25984	3.77922	3.5303	3.3203
25985	3.77937	3.53039	3.32034
25986	3.77951	3.53048	3.32038
25987	3.77966	3.53057	3.32042
25988	3.7798	3.53066	3.32047
25989	3.77995	3.53075	3.32051
25990	3.78009	3.53085	3.32055
25991	3.78024	3.53094	3.32059
25992	3.78038	3.53103	3.32064
25993	3.78053	3.53112	3.32068
25994	3.78067	3.53121	3.32072
25995	3.78082	3.5313	3.32076
25996	3.78096	3.53139	3.32081
25997	3.78111	3.53148	3.32085
25998	3.78126	3.53157	3.32089
25999	3.7814	3.53166	3.32093
26000	3.78155	3.53175	3.32098
26001	3.78169	3.53184	3.32102
26002	3.78184	3.53193	3.32106
26003	3.78198	3.53202	3.3211
26004	3.78213	3.53211	3.32115
26005	3.78227	3.5322	3.32119
26006	3.78242	3.53229	3.32123
26007	3.78256	3.53238	3.32127
26008	3.78271	3.53247	3.32132
26009	3.78286	3.53256	3.32136
26010	3.783	3.53265	3.3214
26011	3.78315	3.53275	3.32144
26012	3.78329	3.53284	3.32149
26013	3.78344	3.53293	3.32153
26014	3.78358	3.53302	3.32157
26015	3.78373	3.53311	3.32161
26016	3.78387	3.5332	3.32166
26017	3.78402	3.53329	3.3217
26018	3.78416	3.53338	3.32174
26019	3.78431	3.53347	3.32178
26020	3.78446	3.53356	3.32183
26021	3.7846	3.53365	3.32187
26022	3.78475	3.53374	3.32191
26023	3.78489	3.53383	3.32195
26024	3.78504	3.53392	3.322
26025	3.78518	3.53401	3.32204
26026	3.78533	3.5341	3.32208
26027	3.78547	3.53419	3.32212
26028	3.78562	3.53428	3.32217
26029	3.78576	3.53437	3.32221
26030	3.78591	3.53447	3.32225
26031	3.78606	3.53456	3.32229
26032	3.7862	3.53465	3.32234
26033	3.78635	3.53474	3.32238
26034	3.78649	3.53483	3.32242
26035	3.78664	3.53492	3.32246
26036	3.78678	3.53501	3.32251
26037	3.78693	3.5351	3.32255
26038	3.78707	3.53519	3.32259
26039	3.78722	3.53528	3.32263
26040	3.78736	3.53537	3.32268
26041	3.78751	3.53546	3.32272
26042	3.78766	3.53555	3.32276
26043	3.7878	3.53564	3.3228
26044	3.78795	3.53573	3.32285
26045	3.78809	3.53582	3.32289
26046	3.78824	3.53591	3.32293
26047	3.78838	3.536	3.32297
26048	3.78853	3.53609	3.32302
26049	3.78867	3.53619	3.32306
26050	3.78882	3.53628	3.3231
26051	3.78896	3.53637	3.32314
26052	3.78911	3.53646	3.32319
26053	3.78926	3.53655	3.32323
26054	3.7894	3.53664	3.32327
26055	3.78955	3.53673	3.32331
26056	3.78969	3.53682	3.32336
26057	3.78984	3.53691	3.3234
26058	3.78998	3.537	3.32344
26059	3.79013	3.53709	3.32348
26060	3.79027	3.53718	3.32353
26061	3.79042	3.53727	3.32357
26062	3.79056	3.53736	3.32361
26063	3.79071	3.53745	3.32365
26064	3.79086	3.53754	3.3237
26065	3.791	3.53763	3.32374
26066	3.79115	3.53772	3.32378
26067	3.79129	3.53782	3.32382
26068	3.79144	3.53791	3.32387
26069	3.79158	3.538	3.32391
26070	3.79173	3.53809	3.32395
26071	3.79187	3.53818	3.32399
26072	3.79202	3.53827	3.32404
26073	3.79216	3.53836	3.32408
26074	3.79231	3.53845	3.32412
26075	3.79246	3.53854	3.32416
26076	3.7926	3.53863	3.32421
26077	3.79275	3.53872	3.32425
26078	3.79289	3.53881	3.32429
26079	3.79304	3.5389	3.32433
26080	3.79318	3.53899	3.32438
26081	3.79333	3.53908	3.32442
26082	3.79347	3.53917	3.32446
26083	3.79362	3.53926	3.3245
26084	3.79376	3.53936	3.32455
26085	3.79391	3.53945	3.32459
26086	3.79405	3.53954	3.32463
26087	3.7942	3.53963	3.32467
26088	3.79435	3.53972	3.32472
26089	3.79449	3.53981	3.32476
26090	3.79464	3.5399	3.3248
26091	3.79478	3.53999	3.32484
26092	3.79493	3.54008	3.32489
26093	3.79507	3.54017	3.32493
26094	3.79522	3.54026	3.32497
26095	3.79536	3.54035	3.32501
26096	3.79551	3.54044	3.32506
26097	3.79565	3.54053	3.3251
26098	3.7958	3.54062	3.32514
26099	3.79595	3.54071	3.32518
26100	3.79609	3.5408	3.32523
26101	3.79624	3.5409	3.32527
26102	3.79638	3.54099	3.32531
26103	3.79653	3.54108	3.32536
26104	3.79667	3.54117	3.3254
26105	3.79682	3.54126	3.32544
26106	3.79696	3.54135	3.32548
26107	3.79711	3.54144	3.32553
26108	3.79725	3.54153	3.32557
26109	3.7974	3.54162	3.32561
26110	3.79755	3.54171	3.32565
26111	3.79769	3.5418	3.3257
26112	3.79784	3.54189	3.32574
26113	3.79798	3.54198	3.32578
26114	3.79813	3.54207	3.32582
26115	3.79827	3.54216	3.32587
26116	3.79842	3.54225	3.32591
26117	3.79856	3.54235	3.32595
26118	3.79871	3.54244	3.32599
26119	3.79885	3.54253	3.32604
26120	3.799	3.54262	3.32608
26121	3.79915	3.54271	3.32612
26122	3.79929	3.5428	3.32616
26123	3.79944	3.54289	3.32621
26124	3.79958	3.54298	3.32625
26125	3.79973	3.54307	3.32629
26126	3.79987	3.54316	3.32633
26127	3.80002	3.54325	3.32638
26128	3.80016	3.54334	3.32642
26129	3.80031	3.54343	3.32646
26130	3.80045	3.54352	3.32651
26131	3.8006	3.54361	3.32655
26132	3.80075	3.5437	3.32659
26133	3.80089	3.5438	3.32663
26134	3.80104	3.54389	3.32668
26135	3.80118	3.54398	3.32672
26136	3.80133	3.54407	3.32676
26137	3.80147	3.54416	3.3268
26138	3.80162	3.54425	3.32685
26139	3.80176	3.54434	3.32689
26140	3.80191	3.54443	3.32693
26141	3.80205	3.54452	3.32697
26142	3.8022	3.54461	3.32702
26143	3.80235	3.5447	3.32706
26144	3.80249	3.54479	3.3271
26145	3.80264	3.54488	3.32714
26146	3.80278	3.54497	3.32719
26147	3.80293	3.54506	3.32723
26148	3.80307	3.54516	3.32727
26149	3.80322	3.54525	3.32731
26150	3.80336	3.54534	3.32736
26151	3.80351	3.54543	3.3274
26152	3.80365	3.54552	3.32744
26153	3.8038	3.54561	3.32749
26154	3.80395	3.5457	3.32753
26155	3.80409	3.54579	3.32757
26156	3.80424	3.54588	3.32761
26157	3.80438	3.54597	3.32766
26158	3.80453	3.54606	3.3277
26159	3.80467	3.54615	3.32774
26160	3.80482	3.54624	3.32778
26161	3.80496	3.54633	3.32783
26162	3.80511	3.54643	3.32787
26163	3.80525	3.54652	3.32791
26164	3.8054	3.54661	3.32795
26165	3.80554	3.5467	3.328
26166	3.80569	3.54679	3.32804
26167	3.80584	3.54688	3.32808
26168	3.80598	3.54697	3.32812
26169	3.80613	3.54706	3.32817
26170	3.80627	3.54715	3.32821
26171	3.80642	3.54724	3.32825
26172	3.80656	3.54733	3.3283
26173	3.80671	3.54742	3.32834
26174	3.80685	3.54751	3.32838
26175	3.807	3.5476	3.32842
26176	3.80714	3.5477	3.32847
26177	3.80729	3.54779	3.32851
26178	3.80744	3.54788	3.32855
26179	3.80758	3.54797	3.32859
26180	3.80773	3.54806	3.32864
26181	3.80787	3.54815	3.32868
26182	3.80802	3.54824	3.32872
26183	3.80816	3.54833	3.32876
26184	3.80831	3.54842	3.32881
26185	3.80845	3.54851	3.32885
26186	3.8086	3.5486	3.32889
26187	3.80874	3.54869	3.32894
26188	3.80889	3.54878	3.32898
26189	3.80904	3.54887	3.32902
26190	3.80918	3.54897	3.32906
26191	3.80933	3.54906	3.32911
26192	3.80947	3.54915	3.32915
26193	3.80962	3.54924	3.32919
26194	3.80976	3.54933	3.32923
26195	3.80991	3.54942	3.32928
26196	3.81005	3.54951	3.32932
26197	3.8102	3.5496	3.32936
26198	3.81034	3.54969	3.32941
26199	3.81049	3.54978	3.32945
26200	3.81064	3.54987	3.32949
26201	3.81078	3.54996	3.32953
26202	3.81093	3.55005	3.32958
26203	3.81107	3.55014	3.32962
26204	3.81122	3.55024	3.32966
26205	3.81136	3.55033	3.3297
26206	3.81151	3.55042	3.32975
26207	3.81165	3.55051	3.32979
26208	3.8118	3.5506	3.32983
26209	3.81194	3.55069	3.32987
26210	3.81209	3.55078	3.32992
26211	3.81224	3.55087	3.32996
26212	3.81238	3.55096	3.33
26213	3.81253	3.55105	3.33005
26214	3.81267	3.55114	3.33009
26215	3.81282	3.55123	3.33013
26216	3.81296	3.55132	3.33017
26217	3.81311	3.55142	3.33022
26218	3.81325	3.55151	3.33026
26219	3.8134	3.5516	3.3303
26220	3.81354	3.55169	3.33034
26221	3.81369	3.55178	3.33039
26222	3.81384	3.55187	3.33043
26223	3.81398	3.55196	3.33047
26224	3.81413	3.55205	3.33052
26225	3.81427	3.55214	3.33056
26226	3.81442	3.55223	3.3306
26227	3.81456	3.55232	3.33064
26228	3.81471	3.55241	3.33069
26229	3.81485	3.5525	3.33073
26230	3.815	3.5526	3.33077
26231	3.81514	3.55269	3.33081
26232	3.81529	3.55278	3.33086
26233	3.81544	3.55287	3.3309
26234	3.81558	3.55296	3.33094
26235	3.81573	3.55305	3.33099
26236	3.81587	3.55314	3.33103
26237	3.81602	3.55323	3.33107
26238	3.81616	3.55332	3.33111
26239	3.81631	3.55341	3.33116
26240	3.81645	3.5535	3.3312
26241	3.8166	3.55359	3.33124
26242	3.81674	3.55368	3.33128
26243	3.81689	3.55378	3.33133
26244	3.81704	3.55387	3.33137
26245	3.81718	3.55396	3.33141
26246	3.81733	3.55405	3.33146
26247	3.81747	3.55414	3.3315
26248	3.81762	3.55423	3.33154
26249	3.81776	3.55432	3.33158
26250	3.81791	3.55441	3.33163
26251	3.81805	3.5545	3.33167
26252	3.8182	3.55459	3.33171
26253	3.81834	3.55468	3.33175
26254	3.81849	3.55477	3.3318
26255	3.81863	3.55487	3.33184
26256	3.81878	3.55496	3.33188
26257	3.81893	3.55505	3.33193
26258	3.81907	3.55514	3.33197
26259	3.81922	3.55523	3.33201
26260	3.81936	3.55532	3.33205
26261	3.81951	3.55541	3.3321
26262	3.81965	3.5555	3.33214
26263	3.8198	3.55559	3.33218
26264	3.81994	3.55568	3.33223
26265	3.82009	3.55577	3.33227
26266	3.82023	3.55586	3.33231
26267	3.82038	3.55596	3.33235
26268	3.82053	3.55605	3.3324
26269	3.82067	3.55614	3.33244
26270	3.82082	3.55623	3.33248
26271	3.82096	3.55632	3.33252
26272	3.82111	3.55641	3.33257
26273	3.82125	3.5565	3.33261
26274	3.8214	3.55659	3.33265
26275	3.82154	3.55668	3.3327
26276	3.82169	3.55677	3.33274
26277	3.82183	3.55686	3.33278
26278	3.82198	3.55695	3.33282
26279	3.82213	3.55705	3.33287
26280	3.82227	3.55714	3.33291
26281	3.82242	3.55723	3.33295
26282	3.82256	3.55732	3.333
26283	3.82271	3.55741	3.33304
26284	3.82285	3.5575	3.33308
26285	3.823	3.55759	3.33312
26286	3.82314	3.55768	3.33317
26287	3.82329	3.55777	3.33321
26288	3.82343	3.55786	3.33325
26289	3.82358	3.55795	3.3333
26290	3.82373	3.55804	3.33334
26291	3.82387	3.55814	3.33338
26292	3.82402	3.55823	3.33342
26293	3.82416	3.55832	3.33347
26294	3.82431	3.55841	3.33351
26295	3.82445	3.5585	3.33355
26296	3.8246	3.55859	3.33359
26297	3.82474	3.55868	3.33364
26298	3.82489	3.55877	3.33368
26299	3.82503	3.55886	3.33372
26300	3.82518	3.55895	3.33377
26301	3.82533	3.55904	3.33381
26302	3.82547	3.55914	3.33385
26303	3.82562	3.55923	3.33389
26304	3.82576	3.55932	3.33394
26305	3.82591	3.55941	3.33398
26306	3.82605	3.5595	3.33402
26307	3.8262	3.55959	3.33407
26308	3.82634	3.55968	3.33411
26309	3.82649	3.55977	3.33415
26310	3.82663	3.55986	3.33419
26311	3.82678	3.55995	3.33424
26312	3.82693	3.56004	3.33428
26313	3.82707	3.56014	3.33432
26314	3.82722	3.56023	3.33437
26315	3.82736	3.56032	3.33441
26316	3.82751	3.56041	3.33445
26317	3.82765	3.5605	3.33449
26318	3.8278	3.56059	3.33454
26319	3.82794	3.56068	3.33458
26320	3.82809	3.56077	3.33462
26321	3.82823	3.56086	3.33467
26322	3.82838	3.56095	3.33471
26323	3.82853	3.56104	3.33475
26324	3.82867	3.56114	3.33479
26325	3.82882	3.56123	3.33484
26326	3.82896	3.56132	3.33488
26327	3.82911	3.56141	3.33492
26328	3.82925	3.5615	3.33497
26329	3.8294	3.56159	3.33501
26330	3.82954	3.56168	3.33505
26331	3.82969	3.56177	3.33509
26332	3.82983	3.56186	3.33514
26333	3.82998	3.56195	3.33518
26334	3.83013	3.56204	3.33522
26335	3.83027	3.56214	3.33527
26336	3.83042	3.56223	3.33531
26337	3.83056	3.56232	3.33535
26338	3.83071	3.56241	3.33539
26339	3.83085	3.5625	3.33544
26340	3.831	3.56259	3.33548
26341	3.83114	3.56268	3.33552
26342	3.83129	3.56277	3.33557
26343	3.83143	3.56286	3.33561
26344	3.83158	3.56295	3.33565
26345	3.83172	3.56304	3.33569
26346	3.83187	3.56314	3.33574
26347	3.83202	3.56323	3.33578
26348	3.83216	3.56332	3.33582
26349	3.83231	3.56341	3.33587
26350	3.83245	3.5635	3.33591
26351	3.8326	3.56359	3.33595
26352	3.83274	3.56368	3.33599
26353	3.83289	3.56377	3.33604
26354	3.83303	3.56386	3.33608
26355	3.83318	3.56395	3.33612
26356	3.83332	3.56405	3.33617
26357	3.83347	3.56414	3.33621
26358	3.83362	3.56423	3.33625
26359	3.83376	3.56432	3.33629
26360	3.83391	3.56441	3.33634
26361	3.83405	3.5645	3.33638
26362	3.8342	3.56459	3.33642
26363	3.83434	3.56468	3.33647
26364	3.83449	3.56477	3.33651
